customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure,Age,address,postcode,state,country,property_valuation,Valid_Address
2097,Web,Decaze,M,38.0,1988-04-08,Recruiter,Telecommunications,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,21.0,31.0,4081 Lighthouse Bay Alley,4053.0,QLD,Australia,9.0,1.0
2098,Ame,Tossell,F,82.0,1969-12-13,Dental Hygienist,Health,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,16.0,50.0,794 Kennedy Court,4740.0,QLD,Australia,2.0,1.0
2099,Mikel,McKechnie,M,40.0,1959-10-03,Senior Cost Accountant,Financial Services,High Net Worth,N,00ËÆ$-,Yes,19.0,60.0,3981 Karstens Place,2570.0,NSW,Australia,8.0,1.0
2100,Der,Blatcher,M,34.0,1978-05-30,Marketing Assistant,IT,Mass Customer,N,,No,14.0,41.0,88039 Melody Lane,3088.0,VIC,Australia,9.0,1.0
2101,Maryann,,F,71.0,1998-03-08,General Manager,,Mass Customer,N,åè£½æ¼¢èª,Yes,2.0,21.0,344 Rockefeller Way,3966.0,VIC,Australia,2.0,1.0
2102,Carl,Penquet,M,80.0,1976-01-08,Senior Editor,,Affluent Customer,N,ð©ð½,No,5.0,43.0,434 Eggendart Circle,2260.0,NSW,Australia,12.0,1.0
2103,Jayme,Hendin,M,94.0,1975-09-22,Business Systems Development Analyst,Financial Services,Affluent Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,18.0,44.0,0 Waubesa Alley,2265.0,NSW,Australia,6.0,1.0
2104,Livy,Roote,F,31.0,1979-01-29,Structural Analysis Engineer,Financial Services,Mass Customer,N,á ,No,11.0,40.0,831 Prairieview Trail,4405.0,QLD,Australia,1.0,1.0
2105,Terrance,Goligher,M,29.0,1971-11-11,Food Chemist,Health,High Net Worth,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,6.0,48.0,884 Surrey Pass,3912.0,VIC,Australia,7.0,1.0
2106,Antons,Ley,M,91.0,1970-03-19,Project Manager,Financial Services,High Net Worth,N,-0.5,Yes,13.0,49.0,60424 Bultman Terrace,2120.0,NSW,Australia,10.0,1.0
2107,Dre,Ferrillo,F,2.0,1992-07-10,Biostatistician IV,IT,Affluent Customer,N,âââ,Yes,4.0,27.0,882 Merry Trail,4701.0,QLD,Australia,4.0,1.0
2108,Michel,O'Halligan,F,41.0,1985-11-24,Software Test Engineer IV,Property,Mass Customer,N,(ï½¡â â âï½¡),Yes,18.0,34.0,47878 Pond Park,4133.0,QLD,Australia,3.0,1.0
2109,Grazia,Vinson,F,14.0,1965-04-13,Account Representative II,Health,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,18.0,54.0,7 Porter Parkway,2261.0,NSW,Australia,8.0,1.0
2110,Gard,Marris,M,29.0,1973-07-31,Human Resources Assistant III,Manufacturing,High Net Worth,N,$1.00,No,14.0,46.0,984 Waubesa Pass,4034.0,QLD,Australia,6.0,1.0
2111,Ellis,Vokes,M,98.0,1973-12-28,Speech Pathologist,Property,Affluent Customer,N,ï¼ï¼ï¼,Yes,12.0,46.0,91933 Artisan Avenue,2753.0,NSW,Australia,9.0,1.0
2112,Aubrie,Glaum,F,64.0,1993-05-17,Accounting Assistant I,Financial Services,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,6.0,26.0,624 Atwood Circle,2164.0,NSW,Australia,8.0,1.0
2113,Nita,Bushell,F,91.0,1972-01-06,Internal Auditor,Manufacturing,Affluent Customer,N,1'; DROP TABLE users--,No,17.0,47.0,15 Mcguire Junction,4128.0,QLD,Australia,6.0,1.0
2114,Erick,Caveill,M,78.0,1954-11-29,Safety Technician III,Argiculture,High Net Worth,N,é¨è½æ ¼,No,19.0,65.0,21 South Avenue,2076.0,NSW,Australia,11.0,1.0
2115,Shannon,Pflieger,M,17.0,1975-08-31,Food Chemist,Health,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,17.0,44.0,4 Macpherson Street,3143.0,VIC,Australia,4.0,1.0
2116,Wyndham,Ecob,M,81.0,1979-01-20,Research Associate,Financial Services,Affluent Customer,N,1;DROP TABLE users,Yes,9.0,40.0,5965 Glacier Hill Terrace,3025.0,VIC,Australia,9.0,1.0
2117,Llywellyn,Christall,M,76.0,1995-06-14,Computer Systems Analyst I,Health,Affluent Customer,N,-1.00E+02,No,3.0,24.0,556 Esch Street,2090.0,NSW,Australia,12.0,1.0
2118,Ulrick,Calyton,M,29.0,1978-07-22,Developer III,,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,7.0,41.0,25943 Montana Street,2747.0,NSW,Australia,8.0,1.0
2119,Dorise,Bellon,F,51.0,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,No,17.0,34.0,2 Dawn Avenue,4118.0,QLD,Australia,5.0,1.0
2120,Clare,Attoe,M,80.0,1997-01-03,Web Designer III,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,1.0,22.0,35 Harbort Way,2446.0,NSW,Australia,8.0,1.0
2121,Clarita,Jaqueminet,F,35.0,1989-02-15,Nurse,Financial Services,Mass Customer,N,0/0,Yes,22.0,30.0,464 Bonner Place,3012.0,VIC,Australia,8.0,1.0
2122,Osborne,Nawton,M,85.0,1973-01-27,Registered Nurse,Health,High Net Worth,N,,Yes,11.0,46.0,0899 Judy Pass,3072.0,VIC,Australia,10.0,1.0
2123,Shirley,Negal,F,36.0,1993-03-19,Software Engineer II,Manufacturing,Affluent Customer,N,á ,No,2.0,26.0,43 Sunbrook Terrace,4160.0,QLD,Australia,10.0,1.0
2124,Damien,Bartczak,M,17.0,1978-01-30,,Retail,High Net Worth,N,-1.00E+00,No,18.0,41.0,34 Vidon Way,3037.0,VIC,Australia,8.0,1.0
2125,Laurene,Linstead,F,9.0,1975-01-27,VP Quality Control,Financial Services,High Net Worth,N,',No,18.0,44.0,85 Cody Hill,2770.0,NSW,Australia,8.0,1.0
2126,Hugibert,Getcliff,M,65.0,1958-03-29,Product Engineer,Health,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,17.0,61.0,8209 Tony Plaza,2810.0,NSW,Australia,1.0,1.0
2127,Wanids,Baudet,F,66.0,1974-02-15,Web Designer I,Manufacturing,Mass Customer,N,ì¸ëë°í ë¥´,No,7.0,45.0,65675 Spenser Way,3207.0,VIC,Australia,12.0,1.0
2128,Gregorius,Cockram,M,31.0,1976-09-25,Data Coordiator,Property,Affluent Customer,N,åè£½æ¼¢èª,Yes,16.0,43.0,042 Saint Paul Parkway,2769.0,NSW,Australia,10.0,1.0
2129,Barron,Waszkiewicz,M,26.0,1980-10-07,Electrical Engineer,Manufacturing,High Net Worth,N,-$1.00,No,3.0,39.0,3516 Kensington Lane,2164.0,NSW,Australia,9.0,1.0
2130,Evangelina,Coxhell,F,95.0,1990-01-01,Structural Engineer,Property,High Net Worth,N,"__ï¾(,_,*)",Yes,16.0,29.0,26064 Morningstar Junction,2480.0,NSW,Australia,2.0,1.0
2131,Nettle,Painter,F,12.0,1971-03-21,Payment Adjustment Coordinator,,Mass Customer,N,â,Yes,7.0,48.0,686 Rusk Parkway,2566.0,NSW,Australia,8.0,1.0
2132,Davina,Dougary,F,16.0,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,N,00ËÆ$-,Yes,22.0,34.0,7518 Canary Parkway,2145.0,NSW,Australia,9.0,1.0
2133,Clarissa,Blaisdale,F,44.0,1998-01-20,General Manager,Financial Services,High Net Worth,N,"__ï¾(,_,*)",No,3.0,21.0,32 Spenser Crossing,2880.0,NSW,Australia,1.0,1.0
2134,Crosby,Ruoff,M,16.0,2000-02-21,Nurse,Manufacturing,Affluent Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,No,2.0,19.0,654 Kim Parkway,3175.0,VIC,Australia,3.0,1.0
2135,Teador,Laurant,M,97.0,1980-09-18,Structural Engineer,,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,15.0,39.0,0 Moose Court,2063.0,NSW,Australia,12.0,1.0
2136,Heather,Golsworthy,F,21.0,1965-07-12,Office Assistant I,Health,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,5.0,54.0,99000 Petterle Drive,2062.0,NSW,Australia,9.0,1.0
2137,Renie,,F,46.0,1971-06-22,Chemical Engineer,Manufacturing,Affluent Customer,N,ã,No,5.0,48.0,549 Longview Terrace,4030.0,QLD,Australia,9.0,1.0
2138,Jonell,Gon,F,23.0,1978-11-28,Graphic Designer,Manufacturing,High Net Worth,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,15.0,41.0,1861 Golf Course Circle,2216.0,NSW,Australia,8.0,1.0
2139,Carolina,Brands,F,87.0,1982-02-06,Accountant II,IT,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,7.0,37.0,27 Mayer Lane,3756.0,VIC,Australia,7.0,1.0
2140,Hilario,Ramsdell,M,59.0,1976-09-30,Help Desk Operator,Telecommunications,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,No,21.0,43.0,47336 Garrison Court,4670.0,QLD,Australia,1.0,1.0
2141,Georgie,Bruggen,F,50.0,1964-08-21,Programmer I,Financial Services,High Net Worth,N,Ù¡Ù¢Ù£,Yes,4.0,55.0,27 Drewry Road,2102.0,NSW,Australia,10.0,1.0
2142,Marti,McComish,F,61.0,1979-07-02,Biostatistician IV,,Affluent Customer,N,âââ,No,7.0,40.0,75581 Express Center,4503.0,QLD,Australia,3.0,1.0
2143,Napoleon,Terron,M,53.0,1963-12-23,Business Systems Development Analyst,,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,10.0,56.0,5 Fairfield Parkway,2557.0,NSW,Australia,8.0,1.0
2144,Maureene,Kingstne,F,12.0,1978-04-11,Office Assistant IV,Property,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,9.0,41.0,47 Kensington Avenue,2650.0,NSW,Australia,4.0,1.0
2145,Adrea,Quittonden,F,44.0,1959-11-11,Librarian,Entertainment,Affluent Customer,N,é¨è½æ ¼,Yes,19.0,60.0,9870 Brickson Park Trail,2216.0,NSW,Australia,8.0,1.0
2146,Timmie,Lenden,M,75.0,1967-01-25,,,Mass Customer,N,ï»¿,No,13.0,52.0,3 Memorial Terrace,2234.0,NSW,Australia,10.0,1.0
2147,Franzen,Kielty,M,42.0,1998-11-04,Engineer IV,,High Net Worth,N,$1.00,Yes,1.0,21.0,4559 Sundown Trail,2148.0,NSW,Australia,8.0,1.0
2148,Annis,Freeth,F,78.0,1989-03-20,Engineer I,Manufacturing,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,15.0,30.0,45613 Meadow Valley Center,3976.0,VIC,Australia,6.0,1.0
2149,Lana,Druce,F,26.0,1978-05-19,Professor,,High Net Worth,N,-1.00E+02,No,6.0,41.0,2 Spaight Road,2210.0,NSW,Australia,10.0,1.0
2150,Huntlee,Pashba,M,75.0,1959-09-05,,Retail,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,8.0,60.0,59694 1st Crossing,4503.0,QLD,Australia,7.0,1.0
2151,Herrick,Gammett,M,9.0,1986-10-23,,Entertainment,Affluent Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,6.0,33.0,124 Fulton Crossing,4680.0,QLD,Australia,3.0,1.0
2152,Junina,Labone,F,40.0,1968-11-05,Database Administrator III,Manufacturing,Mass Customer,N,â¡,Yes,19.0,51.0,2800 Dottie Trail,3071.0,VIC,Australia,10.0,1.0
2153,Jimmy,,M,22.0,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,ð,No,10.0,33.0,4 Mosinee Lane,4165.0,QLD,Australia,5.0,1.0
2154,Bird,Bolf,F,86.0,1980-01-08,Chemical Engineer,Manufacturing,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,6.0,39.0,0799 Florence Street,2089.0,NSW,Australia,9.0,1.0
2155,Fayth,Millions,F,24.0,1964-01-09,Data Coordiator,,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,14.0,55.0,5882 American Ash Point,3214.0,VIC,Australia,3.0,1.0
2156,Darill,Mowday,M,96.0,1977-04-08,Desktop Support Technician,Retail,Mass Customer,N,1'; DROP TABLE users--,Yes,18.0,42.0,13852 Burning Wood Terrace,2199.0,NSW,Australia,1.0,1.0
2157,Alidia,Petyankin,F,52.0,1978-01-30,Community Outreach Specialist,Property,Mass Customer,N,â¦testâ§,No,19.0,41.0,735 Eastlawn Place,4160.0,QLD,Australia,8.0,1.0
2158,Caesar,Begbie,M,11.0,1960-12-18,Physical Therapy Assistant,Entertainment,Mass Customer,N,<img src=x onerror=alert('hi') />,No,6.0,59.0,6 Sauthoff Court,2144.0,NSW,Australia,9.0,1.0
2159,Godfrey,Bottini,M,19.0,1963-10-05,,,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,6.0,56.0,1788 Columbus Trail,4510.0,QLD,Australia,4.0,1.0
2160,Kettie,Cantopher,F,64.0,1971-06-26,Recruiter,Health,Mass Customer,N,0/0,Yes,15.0,48.0,32705 Shelley Junction,3172.0,VIC,Australia,8.0,1.0
2161,Tommie,Mardle,M,35.0,1998-01-14,,Financial Services,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,4.0,21.0,0 Delladonna Parkway,3189.0,VIC,Australia,10.0,1.0
2162,Andrew,Blunt,M,49.0,1974-05-09,Paralegal,Financial Services,High Net Worth,N,',Yes,10.0,45.0,79291 3rd Circle,2760.0,NSW,Australia,8.0,1.0
2163,Tim,Guilliatt,M,41.0,1996-12-25,VP Product Management,,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,6.0,23.0,8 Bunting Hill,2155.0,NSW,Australia,10.0,1.0
2164,Toinette,Clementson,F,12.0,1973-08-16,Financial Analyst,Financial Services,Mass Customer,N,(ï½¡â â âï½¡),Yes,18.0,46.0,63 School Plaza,2145.0,NSW,Australia,9.0,1.0
2165,Marlie,Teesdale,U,16.0,,Civil Engineer,Manufacturing,Affluent Customer,N,,No,,0.0,0134 Swallow Pass,3030.0,VIC,Australia,6.0,1.0
2166,Mareah,Woodnutt,F,78.0,1984-11-09,Nurse,Property,Mass Customer,N,ð,No,16.0,35.0,47204 Rigney Street,2770.0,NSW,Australia,6.0,1.0
2167,Laina,Semorad,F,31.0,1997-07-11,Librarian,Entertainment,Mass Customer,N,,No,1.0,22.0,9732 Swallow Way,2750.0,NSW,Australia,8.0,1.0
2168,Levon,Woollard,M,83.0,1974-11-16,VP Accounting,Financial Services,Mass Customer,N,ð,Yes,17.0,45.0,80 Cordelia Street,4061.0,QLD,Australia,5.0,1.0
2169,Jarrad,Atwell,M,80.0,1979-02-28,Senior Financial Analyst,Financial Services,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,18.0,40.0,88175 Center Road,2283.0,NSW,Australia,4.0,1.0
2170,Dewitt,Laight,M,27.0,1963-04-27,Geological Engineer,Manufacturing,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,6.0,56.0,5 Muir Circle,2030.0,NSW,Australia,12.0,1.0
2171,Laryssa,Maes,F,21.0,1970-02-10,Pharmacist,Health,High Net Worth,N,ðµ ð ð ð,No,10.0,49.0,6 Tennyson Place,2138.0,NSW,Australia,9.0,1.0
2172,Emmery,Angrock,M,6.0,1979-01-05,Information Systems Manager,Health,Affluent Customer,N,ã»(ï¿£âï¿£)ã»:*:,Yes,13.0,40.0,698 Lunder Point,2016.0,NSW,Australia,10.0,1.0
2173,Gracia,McAteer,F,27.0,1976-09-21,Help Desk Technician,IT,Mass Customer,N,â°â´âµ,Yes,22.0,43.0,5 Dixon Junction,2340.0,NSW,Australia,2.0,1.0
2174,Rock,Vickerstaff,M,32.0,1962-09-21,Account Executive,Argiculture,High Net Worth,N,1/0,No,11.0,57.0,5890 Comanche Trail,3429.0,VIC,Australia,6.0,1.0
2175,Elvyn,Bullas,M,23.0,1985-11-01,Web Developer III,Health,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,13.0,34.0,6621 Carberry Crossing,3083.0,VIC,Australia,8.0,1.0
2176,Josie,Gallemore,F,79.0,1962-11-09,Accountant II,Property,High Net Worth,N,-1,Yes,12.0,57.0,322 Scott Plaza,2170.0,NSW,Australia,5.0,1.0
2177,Waverly,Creebo,M,35.0,1977-10-08,Social Worker,Health,Mass Customer,N,0,No,9.0,42.0,15811 La Follette Park,2770.0,NSW,Australia,7.0,1.0
2178,Veriee,Colthard,F,20.0,1954-03-18,Mechanical Systems Engineer,Retail,Mass Customer,N,0ï¸â£ 1ï¸â£ 2ï¸â£ 3ï¸â£ 4ï¸â£ 5ï¸â£ 6ï¸â£ 7ï¸â£ 8ï¸â£ 9ï¸â£ ð,No,12.0,65.0,67143 Bluejay Court,4214.0,QLD,Australia,8.0,1.0
2179,Benson,cornhill,M,15.0,1960-08-20,Desktop Support Technician,Manufacturing,Mass Customer,N,,No,17.0,59.0,966 Emmet Trail,3015.0,VIC,Australia,10.0,1.0
2180,Urbanus,Trevaskus,M,98.0,1960-01-11,Chief Design Engineer,,High Net Worth,N,ì¸ëë°í ë¥´,Yes,13.0,59.0,49530 Evergreen Lane,3163.0,VIC,Australia,10.0,1.0
2181,Tobe,Roxby,M,99.0,1974-07-17,Account Executive,IT,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,8.0,45.0,9582 Fremont Center,2032.0,NSW,Australia,11.0,1.0
2182,Symon,Minchin,M,47.0,1967-04-23,Assistant Media Planner,Entertainment,High Net Worth,N,"""'",Yes,16.0,52.0,3 Declaration Circle,4350.0,QLD,Australia,7.0,1.0
2183,Jillie,Fyndon,F,61.0,1972-02-07,Programmer Analyst IV,Manufacturing,Mass Customer,N,ï¼ï¼ï¼,Yes,7.0,47.0,8142 Tomscot Drive,4132.0,QLD,Australia,4.0,1.0
2184,Lamar,Gladman,M,49.0,1971-12-05,Statistician III,Health,Mass Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,11.0,48.0,396 Sachs Road,2147.0,NSW,Australia,8.0,1.0
2185,Gayle,Gridley,F,40.0,1963-10-15,Human Resources Assistant II,Property,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,19.0,56.0,1 Melby Way,2527.0,NSW,Australia,7.0,1.0
2186,Carolina,Sexty,F,61.0,1963-03-18,Clinical Specialist,Health,High Net Worth,N,ï½ï½¨(Â´âï½â©,No,5.0,56.0,53221 Namekagon Parkway,2557.0,NSW,Australia,9.0,1.0
2187,Brunhilde,Kendall,F,52.0,1997-12-27,Budget/Accounting Analyst I,Health,Mass Customer,N,-1,No,2.0,22.0,6 Dovetail Circle,2200.0,NSW,Australia,9.0,1.0
2188,Zonnya,Fayter,F,85.0,1972-04-03,Nurse Practicioner,,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,17.0,47.0,67 Carioca Road,4211.0,QLD,Australia,9.0,1.0
2189,Thedric,,M,43.0,1998-02-25,Safety Technician II,Financial Services,High Net Worth,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,4.0,21.0,63123 Merry Alley,4500.0,QLD,Australia,8.0,1.0
2190,Maressa,Kondrachenko,F,77.0,1979-04-17,,IT,Affluent Customer,N,!@#$%^&*(),No,13.0,40.0,4478 Banding Way,2830.0,NSW,Australia,3.0,1.0
2191,Alley,Fitchell,M,2.0,1976-05-11,Payment Adjustment Coordinator,,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,4.0,43.0,28928 Mariners Cove Pass,3040.0,VIC,Australia,11.0,1.0
2192,Hubie,Leipold,M,93.0,1966-08-27,Staff Accountant II,,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,14.0,53.0,3 Thierer Plaza,4815.0,QLD,Australia,1.0,1.0
2193,Roldan,Carrington,M,66.0,1955-12-16,Developer III,,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,6.0,64.0,9 Hauk Alley,3915.0,VIC,Australia,4.0,1.0
2194,Johnette,O'Fergus,F,79.0,1958-09-10,Electrical Engineer,Manufacturing,Affluent Customer,N,â°â´âµâââ,Yes,11.0,61.0,9045 Kings Avenue,4153.0,QLD,Australia,11.0,1.0
2195,Nevsa,Taill,F,94.0,1987-05-02,GIS Technical Architect,Financial Services,Affluent Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,13.0,32.0,9 Barnett Street,4179.0,QLD,Australia,10.0,1.0
2196,Skylar,Brise,M,66.0,1976-06-08,Media Manager I,Retail,High Net Worth,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,7.0,43.0,6779 Melrose Way,2450.0,NSW,Australia,7.0,1.0
2197,Filip,Willows,M,32.0,1993-09-16,Programmer Analyst I,Financial Services,Mass Customer,N,ì¸ëë°í ë¥´,No,7.0,26.0,42473 Sycamore Pass,3355.0,VIC,Australia,4.0,1.0
2198,Marijn,Arnoll,M,1.0,1998-01-10,Editor,Property,Affluent Customer,N,ï½ï½¨(Â´âï½â©,Yes,1.0,21.0,6631 Farragut Terrace,2148.0,NSW,Australia,6.0,1.0
2199,Leigha,Ranger,F,89.0,1983-02-09,Account Coordinator,Property,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,13.0,36.0,886 Rusk Pass,2321.0,NSW,Australia,4.0,1.0
2200,Teodoor,Lovelace,M,23.0,1986-07-13,Community Outreach Specialist,,Affluent Customer,N,!@#$%^&*(),Yes,16.0,33.0,3 Bashford Plaza,2267.0,NSW,Australia,5.0,1.0
2201,Trisha,Basset,F,56.0,1998-12-12,Design Engineer,Financial Services,Affluent Customer,N,,Yes,1.0,21.0,11 Sage Place,4055.0,QLD,Australia,7.0,1.0
2202,Diannne,Neissen,F,46.0,1977-08-19,Physical Therapy Assistant,Financial Services,Affluent Customer,N,!@#$%^&*(),Yes,8.0,42.0,26049 Straubel Point,2099.0,NSW,Australia,11.0,1.0
2203,Ganny,Alessandrelli,M,13.0,1998-12-23,Sales Associate,Health,High Net Worth,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,2.0,21.0,59929 West Alley,2026.0,NSW,Australia,10.0,1.0
2204,Kacie,Barthram,F,16.0,1967-09-07,Librarian,Entertainment,High Net Worth,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,7.0,52.0,94 Vernon Parkway,2762.0,NSW,Australia,9.0,1.0
2205,Birk,Elphey,U,76.0,,Accounting Assistant III,IT,Mass Customer,N,,No,,0.0,8312 Dunning Crossing,3101.0,VIC,Australia,8.0,1.0
2206,Osmond,McCamish,M,60.0,1957-05-25,Structural Engineer,Financial Services,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,14.0,62.0,7 Novick Parkway,2160.0,NSW,Australia,5.0,1.0
2207,Junia,Gall,F,93.0,1979-01-26,Web Designer IV,Manufacturing,Mass Customer,N,",./;'[]\-=",Yes,16.0,40.0,02 Del Mar Center,4121.0,QLD,Australia,8.0,1.0
2208,Lavena,Embling,F,59.0,1954-05-07,,,Mass Customer,N,,No,9.0,65.0,0 Shasta Terrace,2289.0,NSW,Australia,7.0,1.0
